time,tst-15.1,tst-15.2,tst-15.3,tst-15.4,tst-15.5,tst-15.6,tst-15.7,tst-15.8,tst-15.9,tst-15.10,tst-15.11,tst-15.12,tst-15.13,tst-15.14
2000,0.000416889,0.0004344,0.000547893,0.000588487,0.000758109,0.000836407,0.001069935,0.001200117,0.001500667,0.001697775,0.005933363,0.00679762,0.015410862,0.017618052
2001,0.000416889,0.0004344,0.000547893,0.000588487,0.00075811,0.000836407,0.001069935,0.001200117,0.001500667,0.001697775,0.005933363,0.00679762,0.015410863,0.017618053
2002,0.000416889,0.0004344,0.000547893,0.000588487,0.00075811,0.000836407,0.001069935,0.001200117,0.001500667,0.001697775,0.005933363,0.00679762,0.015410864,0.017618054
2003,0.000416889,0.0004344,0.000547893,0.000588487,0.000758109,0.000836407,0.001069935,0.001200117,0.001500667,0.001697775,0.005933363,0.00679762,0.015410865,0.017618055
2004,0.000416889,0.0004344,0.000547893,0.000588487,0.000758109,0.000836407,0.001069935,0.001200117,0.001500667,0.001697775,0.005933363,0.00679762,0.015410866,0.017618057
2005,0.000416889,0.0004344,0.000547893,0.000588487,0.00075811,0.000836407,0.001069935,0.001200117,0.001500667,0.001697775,0.005933363,0.00679762,0.015410867,0.017618058
2006,0.000416889,0.0004344,0.000547893,0.000588487,0.00075811,0.000836407,0.001069935,0.001200117,0.001500667,0.001697776,0.005933363,0.00679762,0.015410868,0.017618059
2007,0.000416889,0.0004344,0.000547893,0.000588487,0.000758109,0.000836407,0.001069935,0.001200117,0.001500667,0.001697775,0.005933363,0.00679762,0.015410869,0.017618061
2008,0.000416889,0.0004344,0.000547893,0.000588487,0.000758109,0.000836407,0.001069935,0.001200117,0.001500667,0.001697775,0.005933363,0.00679762,0.01541087,0.017618062
2009,0.000416889,0.0004344,0.000547893,0.000588487,0.000758109,0.000836407,0.001069935,0.001200117,0.001500667,0.001697776,0.005933363,0.00679762,0.015410872,0.017618063
2010,0.000416889,0.0004344,0.000547893,0.000588487,0.000758109,0.000836407,0.001069935,0.001200117,0.001500667,0.001697776,0.005933363,0.00679762,0.015410873,0.017618064
2011,0.000416889,0.0004344,0.000547893,0.000588487,0.000758109,0.000836407,0.001069935,0.001200117,0.001500667,0.001697775,0.005933363,0.00679762,0.015410874,0.017618065
2012,0.000416889,0.0004344,0.000547893,0.000588487,0.000758109,0.000836407,0.001069934,0.001200117,0.001500667,0.001697775,0.005933363,0.00679762,0.015410875,0.017618067
2013,0.000416889,0.0004344,0.000547893,0.000588487,0.000758109,0.000836407,0.001069935,0.001200117,0.001500667,0.001697776,0.005933363,0.00679762,0.015410876,0.017618068
2014,0.000416889,0.0004344,0.000547893,0.000588487,0.000758109,0.000836407,0.001069935,0.001200117,0.001500667,0.001697776,0.005933363,0.00679762,0.015410877,0.017618069
2015,0.000416889,0.0004344,0.000547893,0.000588487,0.000758109,0.000836407,0.001069934,0.001200117,0.001500667,0.001697775,0.005933363,0.00679762,0.015410878,0.01761807
2016,0.000416889,0.0004344,0.000547893,0.000588487,0.000758109,0.000836407,0.001069934,0.001200117,0.001500667,0.001697775,0.005933363,0.00679762,0.015410879,0.017618071
2017,0.000416889,0.0004344,0.000547893,0.000588487,0.000758109,0.000836407,0.001069935,0.001200117,0.001500667,0.001697776,0.005933363,0.00679762,0.01541088,0.017618073
2018,0.000416889,0.0004344,0.000547893,0.000588487,0.000758109,0.000836407,0.001069935,0.001200117,0.001500667,0.001697776,0.005933363,0.00679762,0.015410881,0.017618074
2019,0.000416889,0.0004344,0.000547893,0.000588487,0.000758109,0.000836407,0.001069934,0.001200117,0.001500667,0.001697776,0.005933363,0.00679762,0.015410882,0.017618075
2020,0.000416889,0.0004344,0.000547893,0.000588487,0.000758109,0.000836407,0.001069934,0.001200117,0.001500667,0.001697776,0.005933363,0.00679762,0.015410883,0.017618076
2021,0.000416889,0.0004344,0.000547893,0.000588487,0.000758109,0.000836407,0.001069934,0.001200117,0.001500667,0.001697776,0.005933363,0.00679762,0.015410884,0.017618077
2022,0.000416889,0.0004344,0.000547893,0.000588487,0.000758109,0.000836407,0.001069934,0.001200117,0.001500667,0.001697776,0.005933363,0.00679762,0.015410885,0.017618078
2023,0.000416889,0.0004344,0.000547893,0.000588487,0.000758109,0.000836407,0.001069934,0.001200117,0.001500667,0.001697776,0.005933363,0.00679762,0.015410886,0.01761808
2024,0.000416889,0.0004344,0.000547893,0.000588487,0.000758109,0.000836407,0.001069934,0.001200117,0.001500667,0.001697776,0.005933363,0.00679762,0.015410887,0.017618081
2025,0.000416889,0.0004344,0.000547893,0.000588487,0.000758109,0.000836407,0.001069934,0.001200117,0.001500667,0.001697776,0.005933363,0.00679762,0.015410888,0.017618082
2026,0.000416889,0.0004344,0.000547893,0.000588487,0.000758109,0.000836407,0.001069934,0.001200117,0.001500667,0.001697776,0.005933363,0.00679762,0.015410888,0.017618083
2027,0.000416889,0.0004344,0.000547893,0.000588487,0.000758109,0.000836407,0.001069934,0.001200117,0.001500667,0.001697776,0.005933363,0.00679762,0.015410889,0.017618084
2028,0.000416889,0.0004344,0.000547893,0.000588487,0.000758109,0.000836407,0.001069934,0.001200117,0.001500667,0.001697776,0.005933363,0.00679762,0.01541089,0.017618085
2029,0.000416889,0.0004344,0.000547893,0.000588487,0.000758109,0.000836407,0.001069934,0.001200117,0.001500667,0.001697776,0.005933363,0.00679762,0.015410891,0.017618086
2030,0.000416889,0.0004344,0.000547893,0.000588487,0.000758109,0.000836407,0.001069934,0.001200117,0.001500667,0.001697776,0.005933363,0.00679762,0.015410892,0.017618088
2031,0.000416889,0.0004344,0.000547893,0.000588487,0.000758109,0.000836407,0.001069934,0.001200117,0.001500667,0.001697776,0.005933363,0.006797621,0.015410893,0.017618089
2032,0.000416889,0.0004344,0.000547893,0.000588487,0.000758109,0.000836407,0.001069934,0.001200117,0.001500667,0.001697776,0.005933363,0.006797621,0.015410894,0.01761809
2033,0.000416889,0.0004344,0.000547893,0.000588487,0.000758109,0.000836407,0.001069934,0.001200117,0.001500667,0.001697776,0.005933363,0.006797621,0.015410895,0.017618091
2034,0.000416889,0.0004344,0.000547893,0.000588487,0.000758109,0.000836407,0.001069934,0.001200117,0.001500667,0.001697776,0.005933363,0.006797621,0.015410896,0.017618092
2035,0.000416889,0.0004344,0.000547893,0.000588487,0.000758109,0.000836407,0.001069934,0.001200117,0.001500667,0.001697776,0.005933363,0.006797621,0.015410897,0.017618093
2036,0.000416888,0.0004344,0.000547893,0.000588487,0.000758109,0.000836407,0.001069934,0.001200117,0.001500667,0.001697776,0.005933363,0.006797621,0.015410898,0.017618094
2037,0.000416889,0.0004344,0.000547893,0.000588487,0.000758109,0.000836407,0.001069934,0.001200117,0.001500667,0.001697776,0.005933363,0.006797621,0.015410899,0.017618095
2038,0.000416889,0.0004344,0.000547893,0.000588487,0.000758109,0.000836407,0.001069934,0.001200117,0.001500667,0.001697776,0.005933363,0.006797621,0.0154109,0.017618096
2039,0.000416888,0.0004344,0.000547893,0.000588487,0.000758109,0.000836407,0.001069934,0.001200117,0.001500667,0.001697776,0.005933363,0.006797621,0.0154109,0.017618097
2040,0.000416888,0.0004344,0.000547893,0.000588487,0.000758109,0.000836407,0.001069934,0.001200117,0.001500667,0.001697776,0.005933363,0.006797621,0.015410901,0.017618098
2041,0.000416889,0.0004344,0.000547893,0.000588487,0.000758109,0.000836407,0.001069934,0.001200117,0.001500667,0.001697776,0.005933364,0.006797621,0.015410902,0.017618099
2042,0.000416889,0.0004344,0.000547893,0.000588487,0.000758109,0.000836407,0.001069934,0.001200117,0.001500667,0.001697776,0.005933364,0.006797621,0.015410903,0.0176181
2043,0.000416888,0.0004344,0.000547893,0.000588487,0.000758109,0.000836407,0.001069934,0.001200117,0.001500667,0.001697776,0.005933364,0.006797621,0.015410904,0.017618101
2044,0.000416888,0.0004344,0.000547893,0.000588487,0.000758109,0.000836407,0.001069934,0.001200117,0.001500667,0.001697776,0.005933364,0.006797621,0.015410905,0.017618103
2045,0.000416889,0.0004344,0.000547893,0.000588487,0.000758109,0.000836407,0.001069934,0.001200117,0.001500667,0.001697776,0.005933364,0.006797621,0.015410906,0.017618104
2046,0.000416889,0.0004344,0.000547893,0.000588487,0.000758109,0.000836407,0.001069934,0.001200117,0.001500667,0.001697776,0.005933364,0.006797621,0.015410907,0.017618105
2047,0.000416888,0.0004344,0.000547893,0.000588487,0.000758109,0.000836407,0.001069934,0.001200117,0.001500667,0.001697776,0.005933364,0.006797621,0.015410908,0.017618106
2048,0.000416888,0.0004344,0.000547893,0.000588487,0.000758109,0.000836407,0.001069934,0.001200117,0.001500667,0.001697776,0.005933364,0.006797621,0.015410908,0.017618107
2049,0.000416889,0.0004344,0.000547893,0.000588487,0.000758109,0.000836407,0.001069934,0.001200117,0.001500667,0.001697776,0.005933364,0.006797621,0.015410909,0.017618108
2050,0.000416889,0.0004344,0.000547893,0.000588487,0.000758109,0.000836407,0.001069934,0.001200117,0.001500667,0.001697776,0.005933364,0.006797621,0.01541091,0.017618109
2051,0.000416888,0.0004344,0.000547893,0.000588487,0.000758109,0.000836407,0.001069934,0.001200117,0.001500667,0.001697776,0.005933364,0.006797621,0.015410911,0.01761811
2052,0.000416888,0.0004344,0.000547893,0.000588487,0.000758109,0.000836407,0.001069934,0.001200117,0.001500667,0.001697776,0.005933364,0.006797621,0.015410912,0.017618111
2053,0.000416888,0.0004344,0.000547893,0.000588487,0.000758109,0.000836407,0.001069934,0.001200117,0.001500667,0.001697776,0.005933364,0.006797621,0.015410913,0.017618112
2054,0.000416888,0.0004344,0.000547893,0.000588487,0.000758109,0.000836407,0.001069934,0.001200117,0.001500667,0.001697776,0.005933364,0.006797621,0.015410914,0.017618113
2055,0.000416888,0.0004344,0.000547893,0.000588487,0.000758109,0.000836407,0.001069934,0.001200117,0.001500667,0.001697776,0.005933364,0.006797621,0.015410914,0.017618114
2056,0.000416888,0.0004344,0.000547893,0.000588487,0.000758109,0.000836407,0.001069934,0.001200117,0.001500667,0.001697776,0.005933364,0.006797621,0.015410915,0.017618115
2057,0.000416888,0.0004344,0.000547893,0.000588487,0.000758109,0.000836407,0.001069934,0.001200117,0.001500667,0.001697776,0.005933364,0.006797621,0.015410916,0.017618116
2058,0.000416888,0.0004344,0.000547893,0.000588487,0.000758109,0.000836407,0.001069934,0.001200117,0.001500667,0.001697776,0.005933364,0.006797621,0.015410917,0.017618117
2059,0.000416888,0.0004344,0.000547893,0.000588487,0.000758109,0.000836407,0.001069934,0.001200117,0.001500667,0.001697776,0.005933364,0.006797621,0.015410918,0.017618117
2060,0.000416888,0.0004344,0.000547893,0.000588486,0.000758109,0.000836407,0.001069934,0.001200117,0.001500667,0.001697776,0.005933364,0.006797621,0.015410918,0.017618118
2061,0.000416888,0.0004344,0.000547893,0.000588487,0.000758109,0.000836407,0.001069934,0.001200117,0.001500667,0.001697776,0.005933364,0.006797621,0.015410919,0.017618119
2062,0.000416888,0.0004344,0.000547893,0.000588487,0.000758109,0.000836407,0.001069934,0.001200117,0.001500667,0.001697776,0.005933364,0.006797621,0.01541092,0.01761812
2063,0.000416888,0.0004344,0.000547893,0.000588486,0.000758109,0.000836407,0.001069934,0.001200117,0.001500667,0.001697776,0.005933364,0.006797621,0.015410921,0.017618121
2064,0.000416888,0.0004344,0.000547893,0.000588486,0.000758109,0.000836407,0.001069934,0.001200117,0.001500667,0.001697776,0.005933364,0.006797621,0.015410922,0.017618122
2065,0.000416888,0.0004344,0.000547893,0.000588487,0.000758109,0.000836407,0.001069934,0.001200117,0.001500667,0.001697776,0.005933364,0.006797621,0.015410922,0.017618123
2066,0.000416888,0.0004344,0.000547893,0.000588487,0.000758109,0.000836407,0.001069934,0.001200117,0.001500667,0.001697776,0.005933364,0.006797621,0.015410923,0.017618124
2067,0.000416888,0.0004344,0.000547893,0.000588486,0.000758109,0.000836407,0.001069934,0.001200117,0.001500667,0.001697776,0.005933364,0.006797621,0.015410924,0.017618125
2068,0.000416888,0.0004344,0.000547893,0.000588486,0.000758109,0.000836407,0.001069934,0.001200117,0.001500667,0.001697776,0.005933364,0.006797621,0.015410925,0.017618126
2069,0.000416888,0.0004344,0.000547893,0.000588486,0.000758109,0.000836407,0.001069934,0.001200117,0.001500667,0.001697776,0.005933364,0.006797621,0.015410926,0.017618127
2070,0.000416888,0.0004344,0.000547893,0.000588486,0.000758109,0.000836407,0.001069934,0.001200117,0.001500667,0.001697776,0.005933364,0.006797621,0.015410926,0.017618128
2071,0.000416888,0.000434399,0.000547893,0.000588486,0.000758109,0.000836407,0.001069934,0.001200117,0.001500667,0.001697776,0.005933364,0.006797622,0.015410927,0.017618129
2072,0.000416888,0.000434399,0.000547893,0.000588486,0.000758109,0.000836407,0.001069934,0.001200117,0.001500667,0.001697776,0.005933364,0.006797622,0.015410928,0.01761813
2073,0.000416888,0.0004344,0.000547893,0.000588486,0.000758109,0.000836407,0.001069934,0.001200117,0.001500667,0.001697776,0.005933364,0.006797622,0.015410929,0.017618131
2074,0.000416888,0.0004344,0.000547893,0.000588486,0.000758109,0.000836407,0.001069934,0.001200117,0.001500667,0.001697776,0.005933364,0.006797622,0.015410929,0.017618131
2075,0.000416888,0.000434399,0.000547893,0.000588486,0.000758109,0.000836407,0.001069934,0.001200117,0.001500667,0.001697776,0.005933364,0.006797622,0.01541093,0.017618132
2076,0.000416888,0.000434399,0.000547893,0.000588486,0.000758109,0.000836407,0.001069934,0.001200117,0.001500667,0.001697776,0.005933364,0.006797622,0.015410931,0.017618133
2077,0.000416888,0.000434399,0.000547893,0.000588486,0.000758109,0.000836407,0.001069934,0.001200117,0.001500667,0.001697776,0.005933364,0.006797622,0.015410932,0.017618134
2078,0.000416888,0.000434399,0.000547893,0.000588486,0.000758109,0.000836407,0.001069934,0.001200117,0.001500667,0.001697776,0.005933364,0.006797622,0.015410932,0.017618135
2079,0.000416888,0.000434399,0.000547893,0.000588486,0.000758109,0.000836407,0.001069934,0.001200117,0.001500667,0.001697776,0.005933364,0.006797622,0.015410933,0.017618136
2080,0.000416888,0.000434399,0.000547893,0.000588486,0.000758109,0.000836407,0.001069934,0.001200117,0.001500667,0.001697776,0.005933364,0.006797622,0.015410934,0.017618137
2081,0.000416888,0.000434399,0.000547893,0.000588486,0.000758109,0.000836407,0.001069934,0.001200117,0.001500667,0.001697776,0.005933364,0.006797622,0.015410935,0.017618138
2082,0.000416888,0.000434399,0.000547893,0.000588486,0.000758109,0.000836407,0.001069934,0.001200117,0.001500667,0.001697776,0.005933364,0.006797622,0.015410935,0.017618138
2083,0.000416888,0.000434399,0.000547893,0.000588486,0.000758109,0.000836407,0.001069934,0.001200117,0.001500667,0.001697776,0.005933364,0.006797622,0.015410936,0.017618139
2084,0.000416888,0.000434399,0.000547893,0.000588486,0.000758109,0.000836407,0.001069934,0.001200117,0.001500667,0.001697776,0.005933364,0.006797622,0.015410937,0.01761814
2085,0.000416888,0.000434399,0.000547893,0.000588486,0.000758109,0.000836407,0.001069934,0.001200117,0.001500667,0.001697776,0.005933364,0.006797622,0.015410937,0.017618141
2086,0.000416888,0.000434399,0.000547893,0.000588486,0.000758109,0.000836407,0.001069934,0.001200117,0.001500667,0.001697776,0.005933364,0.006797622,0.015410938,0.017618142
2087,0.000416888,0.000434399,0.000547893,0.000588486,0.000758109,0.000836407,0.001069934,0.001200117,0.001500667,0.001697776,0.005933364,0.006797622,0.015410939,0.017618143
2088,0.000416888,0.000434399,0.000547893,0.000588486,0.000758109,0.000836407,0.001069934,0.001200117,0.001500667,0.001697776,0.005933364,0.006797622,0.01541094,0.017618144
2089,0.000416888,0.000434399,0.000547893,0.000588486,0.000758109,0.000836407,0.001069934,0.001200117,0.001500667,0.001697776,0.005933364,0.006797622,0.01541094,0.017618144
2090,0.000416888,0.000434399,0.000547893,0.000588486,0.000758109,0.000836407,0.001069934,0.001200117,0.001500667,0.001697776,0.005933364,0.006797622,0.015410941,0.017618145
2091,0.000416888,0.000434399,0.000547893,0.000588486,0.000758109,0.000836407,0.001069934,0.001200117,0.001500667,0.001697776,0.005933364,0.006797622,0.015410942,0.017618146
2092,0.000416888,0.000434399,0.000547893,0.000588486,0.000758109,0.000836407,0.001069934,0.001200117,0.001500667,0.001697776,0.005933364,0.006797622,0.015410942,0.017618147
2093,0.000416888,0.000434399,0.000547893,0.000588486,0.000758109,0.000836407,0.001069934,0.001200117,0.001500667,0.001697776,0.005933365,0.006797622,0.015410943,0.017618148
2094,0.000416888,0.000434399,0.000547893,0.000588486,0.000758109,0.000836407,0.001069934,0.001200117,0.001500667,0.001697776,0.005933365,0.006797622,0.015410944,0.017618148
2095,0.000416888,0.000434399,0.000547893,0.000588486,0.000758109,0.000836407,0.001069934,0.001200117,0.001500667,0.001697776,0.005933365,0.006797622,0.015410944,0.017618149
2096,0.000416888,0.000434399,0.000547893,0.000588486,0.000758109,0.000836407,0.001069934,0.001200117,0.001500667,0.001697776,0.005933365,0.006797622,0.015410945,0.01761815
2097,0.000416888,0.000434399,0.000547893,0.000588486,0.000758109,0.000836407,0.001069934,0.001200117,0.001500667,0.001697776,0.005933365,0.006797622,0.015410946,0.017618151
2098,0.000416888,0.000434399,0.000547893,0.000588486,0.000758109,0.000836407,0.001069934,0.001200117,0.001500667,0.001697776,0.005933365,0.006797622,0.015410946,0.017618152
2099,0.000416888,0.000434399,0.000547893,0.000588486,0.000758109,0.000836407,0.001069934,0.001200117,0.001500667,0.001697776,0.005933365,0.006797622,0.015410947,0.017618152
2100,0.000416888,0.000434399,0.000547893,0.000588486,0.000758109,0.000836407,0.001069934,0.001200117,0.001500667,0.001697776,0.005933365,0.006797622,0.015410948,0.017618153
2101,0.000416888,0.000434399,0.000547893,0.000588486,0.000758109,0.000836407,0.001069934,0.001200117,0.001500667,0.001697776,0.005933365,0.006797622,0.015410948,0.017618154
2102,0.000416888,0.000434399,0.000547893,0.000588486,0.000758109,0.000836407,0.001069934,0.001200117,0.001500667,0.001697776,0.005933365,0.006797622,0.015410949,0.017618155
2103,0.000416888,0.000434399,0.000547893,0.000588486,0.000758109,0.000836407,0.001069934,0.001200117,0.001500667,0.001697776,0.005933365,0.006797622,0.01541095,0.017618156
2104,0.000416888,0.000434399,0.000547893,0.000588486,0.000758109,0.000836407,0.001069934,0.001200116,0.001500667,0.001697776,0.005933365,0.006797622,0.01541095,0.017618156
2105,0.000416888,0.000434399,0.000547893,0.000588486,0.000758109,0.000836407,0.001069934,0.001200117,0.001500667,0.001697776,0.005933365,0.006797622,0.015410951,0.017618157
2106,0.000416888,0.000434399,0.000547893,0.000588486,0.000758109,0.000836407,0.001069934,0.001200117,0.001500667,0.001697776,0.005933365,0.006797622,0.015410952,0.017618158
2107,0.000416888,0.000434399,0.000547893,0.000588486,0.000758109,0.000836407,0.001069934,0.001200116,0.001500667,0.001697776,0.005933365,0.006797622,0.015410952,0.017618159
2108,0.000416888,0.000434399,0.000547893,0.000588486,0.000758109,0.000836407,0.001069934,0.001200116,0.001500667,0.001697776,0.005933365,0.006797622,0.015410953,0.017618159
2109,0.000416888,0.000434399,0.000547893,0.000588486,0.000758109,0.000836407,0.001069934,0.001200117,0.001500667,0.001697776,0.005933365,0.006797622,0.015410954,0.01761816
2110,0.000416888,0.000434399,0.000547893,0.000588486,0.000758109,0.000836407,0.001069934,0.001200117,0.001500667,0.001697776,0.005933365,0.006797622,0.015410954,0.017618161
2111,0.000416888,0.000434399,0.000547893,0.000588486,0.000758109,0.000836407,0.001069934,0.001200116,0.001500667,0.001697776,0.005933365,0.006797622,0.015410955,0.017618162
2112,0.000416888,0.000434399,0.000547893,0.000588486,0.000758109,0.000836407,0.001069934,0.001200116,0.001500667,0.001697776,0.005933365,0.006797623,0.015410955,0.017618162
2113,0.000416888,0.000434399,0.000547893,0.000588486,0.000758109,0.000836407,0.001069934,0.001200117,0.001500667,0.001697776,0.005933365,0.006797623,0.015410956,0.017618163
2114,0.000416888,0.000434399,0.000547893,0.000588486,0.000758109,0.000836407,0.001069934,0.001200117,0.001500667,0.001697776,0.005933365,0.006797623,0.015410957,0.017618164
2115,0.000416888,0.000434399,0.000547893,0.000588486,0.000758109,0.000836407,0.001069934,0.001200116,0.001500667,0.001697776,0.005933365,0.006797623,0.015410957,0.017618165
2116,0.000416888,0.000434399,0.000547893,0.000588486,0.000758109,0.000836407,0.001069934,0.001200116,0.001500667,0.001697776,0.005933365,0.006797623,0.015410958,0.017618165
2117,0.000416888,0.000434399,0.000547893,0.000588486,0.000758109,0.000836407,0.001069934,0.001200117,0.001500667,0.001697776,0.005933365,0.006797623,0.015410959,0.017618166
2118,0.000416888,0.000434399,0.000547893,0.000588486,0.000758109,0.000836407,0.001069934,0.001200117,0.001500667,0.001697776,0.005933365,0.006797623,0.015410959,0.017618167
2119,0.000416888,0.000434399,0.000547893,0.000588486,0.000758109,0.000836407,0.001069934,0.001200116,0.001500667,0.001697776,0.005933365,0.006797623,0.01541096,0.017618168
2120,0.000416888,0.000434399,0.000547893,0.000588486,0.000758109,0.000836407,0.001069934,0.001200116,0.001500667,0.001697776,0.005933365,0.006797623,0.01541096,0.017618168
2121,0.000416888,0.000434399,0.000547893,0.000588486,0.000758109,0.000836407,0.001069934,0.001200117,0.001500667,0.001697776,0.005933365,0.006797623,0.015410961,0.017618169
2122,0.000416888,0.000434399,0.000547893,0.000588486,0.000758109,0.000836407,0.001069934,0.001200117,0.001500667,0.001697776,0.005933365,0.006797623,0.015410962,0.01761817
2123,0.000416888,0.000434399,0.000547893,0.000588486,0.000758109,0.000836407,0.001069934,0.001200116,0.001500667,0.001697776,0.005933365,0.006797623,0.015410962,0.01761817
2124,0.000416888,0.000434399,0.000547893,0.000588486,0.000758109,0.000836407,0.001069934,0.001200116,0.001500667,0.001697776,0.005933365,0.006797623,0.015410963,0.017618171
2125,0.000416888,0.000434399,0.000547893,0.000588486,0.000758109,0.000836407,0.001069934,0.001200117,0.001500667,0.001697776,0.005933365,0.006797623,0.015410963,0.017618172
2126,0.000416888,0.000434399,0.000547893,0.000588486,0.000758109,0.000836407,0.001069934,0.001200117,0.001500667,0.001697776,0.005933365,0.006797623,0.015410964,0.017618173
2127,0.000416888,0.000434399,0.000547893,0.000588486,0.000758109,0.000836407,0.001069934,0.001200116,0.001500667,0.001697776,0.005933365,0.006797623,0.015410965,0.017618173
2128,0.000416888,0.000434399,0.000547893,0.000588486,0.000758109,0.000836407,0.001069934,0.001200116,0.001500667,0.001697776,0.005933365,0.006797623,0.015410965,0.017618174
2129,0.000416888,0.000434399,0.000547893,0.000588486,0.000758109,0.000836407,0.001069934,0.001200116,0.001500667,0.001697776,0.005933365,0.006797623,0.015410966,0.017618175
2130,0.000416888,0.000434399,0.000547893,0.000588486,0.000758109,0.000836407,0.001069934,0.001200117,0.001500667,0.001697776,0.005933365,0.006797623,0.015410966,0.017618175
2131,0.000416888,0.000434399,0.000547893,0.000588486,0.000758109,0.000836407,0.001069934,0.001200116,0.001500667,0.001697776,0.005933365,0.006797623,0.015410967,0.017618176
2132,0.000416888,0.000434399,0.000547893,0.000588486,0.000758109,0.000836407,0.001069934,0.001200116,0.001500667,0.001697776,0.005933365,0.006797623,0.015410967,0.017618177
2133,0.000416888,0.000434399,0.000547893,0.000588486,0.000758109,0.000836407,0.001069934,0.001200116,0.001500667,0.001697776,0.005933365,0.006797623,0.015410968,0.017618177
2134,0.000416888,0.000434399,0.000547893,0.000588486,0.000758109,0.000836407,0.001069934,0.001200116,0.001500667,0.001697776,0.005933365,0.006797623,0.015410969,0.017618178
2135,0.000416888,0.000434399,0.000547893,0.000588486,0.000758109,0.000836407,0.001069934,0.001200116,0.001500667,0.001697776,0.005933365,0.006797623,0.015410969,0.017618179
2136,0.000416888,0.000434399,0.000547893,0.000588486,0.000758109,0.000836407,0.001069934,0.001200116,0.001500667,0.001697776,0.005933365,0.006797623,0.01541097,0.017618179
2137,0.000416888,0.000434399,0.000547893,0.000588486,0.000758109,0.000836407,0.001069934,0.001200116,0.001500667,0.001697776,0.005933365,0.006797623,0.01541097,0.01761818
2138,0.000416888,0.000434399,0.000547893,0.000588486,0.000758109,0.000836407,0.001069934,0.001200116,0.001500667,0.001697776,0.005933365,0.006797623,0.015410971,0.017618181
2139,0.000416888,0.000434399,0.000547893,0.000588486,0.000758109,0.000836407,0.001069934,0.001200116,0.001500667,0.001697776,0.005933365,0.006797623,0.015410971,0.017618181
2140,0.000416888,0.000434399,0.000547893,0.000588486,0.000758109,0.000836407,0.001069934,0.001200116,0.001500667,0.001697776,0.005933365,0.006797623,0.015410972,0.017618182
2141,0.000416888,0.000434399,0.000547893,0.000588486,0.000758109,0.000836407,0.001069934,0.001200116,0.001500667,0.001697776,0.005933365,0.006797623,0.015410973,0.017618183
2142,0.000416888,0.000434399,0.000547893,0.000588486,0.000758109,0.000836407,0.001069934,0.001200116,0.001500667,0.001697776,0.005933365,0.006797623,0.015410973,0.017618183
2143,0.000416888,0.000434399,0.000547893,0.000588486,0.000758109,0.000836407,0.001069934,0.001200116,0.001500667,0.001697776,0.005933365,0.006797623,0.015410974,0.017618184
2144,0.000416888,0.000434399,0.000547893,0.000588486,0.000758109,0.000836407,0.001069934,0.001200116,0.001500667,0.001697776,0.005933365,0.006797623,0.015410974,0.017618185
2145,0.000416888,0.000434399,0.000547893,0.000588486,0.000758109,0.000836407,0.001069934,0.001200116,0.001500667,0.001697776,0.005933366,0.006797623,0.015410975,0.017618185
2146,0.000416888,0.000434399,0.000547893,0.000588486,0.000758109,0.000836407,0.001069934,0.001200116,0.001500667,0.001697776,0.005933366,0.006797623,0.015410975,0.017618186
2147,0.000416888,0.000434399,0.000547893,0.000588486,0.000758109,0.000836407,0.001069934,0.001200116,0.001500667,0.001697776,0.005933366,0.006797623,0.015410976,0.017618187
2148,0.000416888,0.000434399,0.000547893,0.000588486,0.000758109,0.000836407,0.001069934,0.001200116,0.001500667,0.001697776,0.005933366,0.006797623,0.015410976,0.017618187
2149,0.000416888,0.000434399,0.000547893,0.000588486,0.000758109,0.000836407,0.001069934,0.001200116,0.001500667,0.001697776,0.005933366,0.006797623,0.015410977,0.017618188
2150,0.000416888,0.000434399,0.000547893,0.000588486,0.000758109,0.000836407,0.001069934,0.001200116,0.001500667,0.001697776,0.005933366,0.006797623,0.015410977,0.017618188
2151,0.000416888,0.000434399,0.000547893,0.000588486,0.000758109,0.000836407,0.001069934,0.001200116,0.001500667,0.001697776,0.005933366,0.006797623,0.015410978,0.017618189
2152,0.000416888,0.000434399,0.000547893,0.000588486,0.000758109,0.000836407,0.001069934,0.001200116,0.001500667,0.001697776,0.005933366,0.006797623,0.015410978,0.01761819
2153,0.000416888,0.000434399,0.000547893,0.000588486,0.000758109,0.000836407,0.001069934,0.001200116,0.001500667,0.001697776,0.005933366,0.006797623,0.015410979,0.01761819
2154,0.000416888,0.000434399,0.000547893,0.000588486,0.000758109,0.000836407,0.001069934,0.001200116,0.001500667,0.001697776,0.005933366,0.006797623,0.015410979,0.017618191
2155,0.000416888,0.000434399,0.000547893,0.000588486,0.000758109,0.000836407,0.001069934,0.001200116,0.001500667,0.001697776,0.005933366,0.006797623,0.01541098,0.017618192
2156,0.000416888,0.000434399,0.000547893,0.000588486,0.000758109,0.000836407,0.001069934,0.001200116,0.001500667,0.001697776,0.005933366,0.006797624,0.01541098,0.017618192
2157,0.000416888,0.000434399,0.000547893,0.000588486,0.000758109,0.000836407,0.001069934,0.001200116,0.001500667,0.001697776,0.005933366,0.006797624,0.015410981,0.017618193
2158,0.000416888,0.000434399,0.000547893,0.000588486,0.000758109,0.000836407,0.001069934,0.001200116,0.001500667,0.001697776,0.005933366,0.006797624,0.015410982,0.017618193
