time,tst-15.1,tst-15.2,tst-15.3,tst-15.4,tst-15.5,tst-15.6,tst-15.7,tst-15.8,tst-15.9,tst-15.10,tst-15.11,tst-15.12,tst-15.13,tst-15.14
796,0.0004169,0.000434421,0.000547902,0.000588508,0.000758124,0.000836418,0.001069949,0.001200125,0.001500671,0.001697763,0.005932639,0.006796799,0.015251555,0.017434735
797,0.0004169,0.000434421,0.000547902,0.000588508,0.000758124,0.000836418,0.001069949,0.001200125,0.001500671,0.001697763,0.005932646,0.006796807,0.015252461,0.017435777
798,0.0004169,0.000434421,0.000547902,0.000588508,0.000758124,0.000836418,0.001069949,0.001200125,0.001500671,0.001697763,0.005932653,0.006796815,0.015253363,0.017436813
799,0.0004169,0.000434421,0.000547902,0.000588508,0.000758123,0.000836418,0.001069949,0.001200125,0.001500671,0.001697763,0.00593266,0.006796823,0.015254259,0.017437843
800,0.0004169,0.000434421,0.000547902,0.000588508,0.000758123,0.000836418,0.001069949,0.001200125,0.001500671,0.001697763,0.005932667,0.006796831,0.015255151,0.017438868
801,0.0004169,0.000434421,0.000547902,0.000588508,0.000758123,0.000836418,0.001069949,0.001200125,0.001500671,0.001697763,0.005932674,0.006796839,0.015256037,0.017439886
802,0.0004169,0.00043442,0.000547902,0.000588508,0.000758123,0.000836418,0.001069949,0.001200125,0.001500671,0.001697763,0.005932681,0.006796847,0.015256918,0.017440899
803,0.0004169,0.00043442,0.000547902,0.000588508,0.000758123,0.000836418,0.001069949,0.001200125,0.001500671,0.001697763,0.005932688,0.006796855,0.015257794,0.017441906
804,0.0004169,0.00043442,0.000547902,0.000588508,0.000758123,0.000836418,0.001069949,0.001200125,0.001500671,0.001697763,0.005932695,0.006796862,0.015258666,0.017442907
805,0.0004169,0.00043442,0.000547902,0.000588508,0.000758123,0.000836418,0.001069949,0.001200125,0.001500671,0.001697763,0.005932701,0.00679687,0.015259532,0.017443903
806,0.0004169,0.00043442,0.000547902,0.000588507,0.000758123,0.000836418,0.001069949,0.001200125,0.001500671,0.001697763,0.005932708,0.006796877,0.015260393,0.017444893
807,0.0004169,0.00043442,0.000547902,0.000588507,0.000758123,0.000836418,0.001069949,0.001200125,0.001500671,0.001697763,0.005932714,0.006796885,0.01526125,0.017445877
808,0.0004169,0.00043442,0.000547902,0.000588507,0.000758123,0.000836418,0.001069949,0.001200125,0.001500671,0.001697763,0.005932721,0.006796892,0.015262101,0.017446855
809,0.0004169,0.00043442,0.000547902,0.000588507,0.000758123,0.000836418,0.001069949,0.001200125,0.001500671,0.001697763,0.005932727,0.006796899,0.015262948,0.017447828
810,0.0004169,0.00043442,0.000547902,0.000588507,0.000758123,0.000836418,0.001069949,0.001200125,0.001500671,0.001697763,0.005932733,0.006796907,0.01526379,0.017448796
811,0.0004169,0.00043442,0.000547902,0.000588507,0.000758123,0.000836418,0.001069949,0.001200125,0.001500671,0.001697763,0.00593274,0.006796914,0.015264627,0.017449758
812,0.0004169,0.00043442,0.000547902,0.000588507,0.000758123,0.000836418,0.001069949,0.001200125,0.001500671,0.001697763,0.005932746,0.006796921,0.015265459,0.017450715
813,0.0004169,0.00043442,0.000547902,0.000588507,0.000758123,0.000836418,0.001069949,0.001200125,0.001500671,0.001697764,0.005932752,0.006796928,0.015266287,0.017451666
814,0.0004169,0.00043442,0.000547902,0.000588507,0.000758123,0.000836418,0.001069949,0.001200125,0.001500671,0.001697764,0.005932758,0.006796935,0.015267109,0.017452611
815,0.000416899,0.00043442,0.000547902,0.000588507,0.000758123,0.000836418,0.001069949,0.001200125,0.001500671,0.001697764,0.005932764,0.006796941,0.015267928,0.017453552
816,0.000416899,0.00043442,0.000547901,0.000588507,0.000758123,0.000836418,0.001069949,0.001200125,0.001500671,0.001697764,0.00593277,0.006796948,0.015268741,0.017454487
817,0.000416899,0.00043442,0.000547902,0.000588507,0.000758123,0.000836418,0.001069949,0.001200125,0.001500671,0.001697764,0.005932776,0.006796955,0.01526955,0.017455416
818,0.000416899,0.00043442,0.000547902,0.000588507,0.000758123,0.000836418,0.001069949,0.001200125,0.001500671,0.001697764,0.005932781,0.006796961,0.015270354,0.017456341
819,0.000416899,0.00043442,0.000547901,0.000588507,0.000758123,0.000836417,0.001069949,0.001200125,0.001500671,0.001697764,0.005932787,0.006796968,0.015271154,0.01745726
820,0.000416899,0.00043442,0.000547901,0.000588507,0.000758123,0.000836417,0.001069949,0.001200125,0.001500671,0.001697764,0.005932793,0.006796974,0.015271949,0.017458174
821,0.000416899,0.00043442,0.000547901,0.000588507,0.000758123,0.000836417,0.001069949,0.001200125,0.001500671,0.001697764,0.005932798,0.006796981,0.01527274,0.017459082
822,0.000416899,0.00043442,0.000547901,0.000588507,0.000758123,0.000836417,0.001069949,0.001200125,0.001500671,0.001697764,0.005932804,0.006796987,0.015273526,0.017459986
823,0.000416899,0.00043442,0.000547901,0.000588507,0.000758123,0.000836417,0.001069949,0.001200125,0.001500671,0.001697764,0.005932809,0.006796993,0.015274307,0.017460884
824,0.000416899,0.00043442,0.000547901,0.000588507,0.000758123,0.000836417,0.001069949,0.001200125,0.001500671,0.001697764,0.005932815,0.006796999,0.015275084,0.017461778
825,0.000416899,0.00043442,0.000547901,0.000588507,0.000758123,0.000836417,0.001069949,0.001200125,0.001500671,0.001697764,0.00593282,0.006797005,0.015275857,0.017462666
826,0.000416899,0.000434419,0.000547901,0.000588507,0.000758123,0.000836417,0.001069949,0.001200125,0.001500671,0.001697764,0.005932825,0.006797011,0.015276626,0.017463549
827,0.000416899,0.000434419,0.000547901,0.000588506,0.000758123,0.000836417,0.001069949,0.001200125,0.001500671,0.001697764,0.00593283,0.006797017,0.01527739,0.017464427
828,0.000416899,0.000434419,0.000547901,0.000588506,0.000758123,0.000836417,0.001069949,0.001200125,0.00150067,0.001697764,0.005932836,0.006797023,0.015278149,0.0174653
829,0.000416899,0.000434419,0.000547901,0.000588506,0.000758123,0.000836417,0.001069949,0.001200125,0.001500671,0.001697764,0.005932841,0.006797029,0.015278904,0.017466168
830,0.000416899,0.000434419,0.000547901,0.000588506,0.000758123,0.000836417,0.001069949,0.001200125,0.001500671,0.001697764,0.005932846,0.006797035,0.015279655,0.017467031
831,0.000416899,0.000434419,0.000547901,0.000588506,0.000758123,0.000836417,0.001069948,0.001200125,0.00150067,0.001697764,0.005932851,0.00679704,0.015280402,0.01746789
832,0.000416899,0.000434419,0.000547901,0.000588506,0.000758123,0.000836417,0.001069948,0.001200125,0.00150067,0.001697764,0.005932856,0.006797046,0.015281145,0.017468743
833,0.000416899,0.000434419,0.000547901,0.000588506,0.000758123,0.000836417,0.001069948,0.001200125,0.001500671,0.001697764,0.005932861,0.006797052,0.015281883,0.017469592
834,0.000416899,0.000434419,0.000547901,0.000588506,0.000758123,0.000836417,0.001069948,0.001200125,0.00150067,0.001697764,0.005932865,0.006797057,0.015282617,0.017470435
835,0.000416899,0.000434419,0.000547901,0.000588506,0.000758123,0.000836417,0.001069948,0.001200124,0.00150067,0.001697764,0.00593287,0.006797063,0.015283347,0.017471274
836,0.000416899,0.000434419,0.000547901,0.000588506,0.000758123,0.000836417,0.001069948,0.001200124,0.00150067,0.001697764,0.005932875,0.006797068,0.015284072,0.017472109
837,0.000416899,0.000434419,0.000547901,0.000588506,0.000758123,0.000836417,0.001069948,0.001200124,0.00150067,0.001697764,0.00593288,0.006797073,0.015284794,0.017472938
838,0.000416899,0.000434419,0.000547901,0.000588506,0.000758123,0.000836417,0.001069948,0.001200124,0.00150067,0.001697764,0.005932884,0.006797079,0.015285511,0.017473763
839,0.000416899,0.000434419,0.000547901,0.000588506,0.000758122,0.000836417,0.001069948,0.001200124,0.00150067,0.001697764,0.005932889,0.006797084,0.015286225,0.017474583
840,0.000416899,0.000434419,0.000547901,0.000588506,0.000758122,0.000836417,0.001069948,0.001200124,0.00150067,0.001697764,0.005932893,0.006797089,0.015286934,0.017475398
841,0.000416899,0.000434419,0.000547901,0.000588506,0.000758122,0.000836417,0.001069948,0.001200124,0.00150067,0.001697764,0.005932898,0.006797094,0.015287639,0.017476209
842,0.000416899,0.000434419,0.000547901,0.000588506,0.000758122,0.000836417,0.001069948,0.001200124,0.00150067,0.001697764,0.005932902,0.006797099,0.015288341,0.017477015
843,0.000416899,0.000434419,0.000547901,0.000588506,0.000758122,0.000836417,0.001069948,0.001200124,0.00150067,0.001697764,0.005932907,0.006797104,0.015289038,0.017477816
844,0.000416899,0.000434419,0.000547901,0.000588506,0.000758122,0.000836417,0.001069948,0.001200124,0.00150067,0.001697764,0.005932911,0.006797109,0.015289731,0.017478613
845,0.000416899,0.000434419,0.000547901,0.000588506,0.000758122,0.000836417,0.001069948,0.001200124,0.00150067,0.001697764,0.005932915,0.006797114,0.015290421,0.017479406
846,0.000416899,0.000434419,0.000547901,0.000588506,0.000758122,0.000836417,0.001069948,0.001200124,0.00150067,0.001697764,0.005932919,0.006797119,0.015291106,0.017480194
847,0.000416899,0.000434419,0.000547901,0.000588505,0.000758122,0.000836416,0.001069948,0.001200124,0.00150067,0.001697764,0.005932924,0.006797123,0.015291787,0.017480977
848,0.000416899,0.000434419,0.000547901,0.000588505,0.000758122,0.000836416,0.001069948,0.001200124,0.00150067,0.001697764,0.005932928,0.006797128,0.015292465,0.017481756
849,0.000416899,0.000434419,0.000547901,0.000588505,0.000758122,0.000836416,0.001069948,0.001200124,0.00150067,0.001697764,0.005932932,0.006797133,0.015293139,0.017482531
850,0.000416899,0.000434419,0.000547901,0.000588505,0.000758122,0.000836416,0.001069948,0.001200124,0.00150067,0.001697764,0.005932936,0.006797137,0.015293809,0.017483301
851,0.000416899,0.000434418,0.000547901,0.000588505,0.000758122,0.000836416,0.001069948,0.001200124,0.00150067,0.001697764,0.00593294,0.006797142,0.015294475,0.017484066
852,0.000416899,0.000434418,0.000547901,0.000588505,0.000758122,0.000836416,0.001069948,0.001200124,0.00150067,0.001697764,0.005932944,0.006797147,0.015295137,0.017484828
853,0.000416899,0.000434418,0.000547901,0.000588505,0.000758122,0.000836416,0.001069948,0.001200124,0.00150067,0.001697764,0.005932948,0.006797151,0.015295796,0.017485585
854,0.000416899,0.000434418,0.000547901,0.000588505,0.000758122,0.000836416,0.001069948,0.001200124,0.00150067,0.001697764,0.005932952,0.006797155,0.015296451,0.017486338
855,0.000416898,0.000434418,0.000547901,0.000588505,0.000758122,0.000836416,0.001069948,0.001200124,0.00150067,0.001697764,0.005932956,0.00679716,0.015297102,0.017487086
856,0.000416898,0.000434418,0.000547901,0.000588505,0.000758122,0.000836416,0.001069948,0.001200124,0.00150067,0.001697764,0.005932959,0.006797164,0.015297749,0.01748783
857,0.000416898,0.000434418,0.000547901,0.000588505,0.000758122,0.000836416,0.001069948,0.001200124,0.00150067,0.001697764,0.005932963,0.006797168,0.015298393,0.01748857
858,0.000416898,0.000434418,0.000547901,0.000588505,0.000758122,0.000836416,0.001069948,0.001200124,0.00150067,0.001697764,0.005932967,0.006797173,0.015299033,0.017489306
859,0.000416898,0.000434418,0.000547901,0.000588505,0.000758122,0.000836416,0.001069948,0.001200124,0.00150067,0.001697764,0.00593297,0.006797177,0.015299669,0.017490038
860,0.000416898,0.000434418,0.000547901,0.000588505,0.000758122,0.000836416,0.001069948,0.001200124,0.00150067,0.001697764,0.005932974,0.006797181,0.015300302,0.017490765
861,0.000416898,0.000434418,0.000547901,0.000588505,0.000758122,0.000836416,0.001069948,0.001200124,0.00150067,0.001697764,0.005932978,0.006797185,0.015300931,0.017491488
862,0.000416898,0.000434418,0.000547901,0.000588505,0.000758122,0.000836416,0.001069948,0.001200124,0.00150067,0.001697764,0.005932981,0.006797189,0.015301557,0.017492208
863,0.000416898,0.000434418,0.0005479,0.000588505,0.000758122,0.000836416,0.001069948,0.001200124,0.00150067,0.001697764,0.005932985,0.006797193,0.015302179,0.017492923
864,0.000416898,0.000434418,0.0005479,0.000588505,0.000758122,0.000836416,0.001069948,0.001200124,0.00150067,0.001697764,0.005932988,0.006797197,0.015302797,0.017493634
865,0.000416898,0.000434418,0.0005479,0.000588505,0.000758122,0.000836416,0.001069948,0.001200124,0.00150067,0.001697764,0.005932992,0.006797201,0.015303412,0.017494341
866,0.000416898,0.000434418,0.0005479,0.000588505,0.000758122,0.000836416,0.001069948,0.001200124,0.00150067,0.001697764,0.005932995,0.006797205,0.015304024,0.017495044
867,0.000416898,0.000434418,0.0005479,0.000588505,0.000758122,0.000836416,0.001069948,0.001200124,0.00150067,0.001697764,0.005932999,0.006797209,0.015304631,0.017495743
868,0.000416898,0.000434418,0.0005479,0.000588505,0.000758122,0.000836416,0.001069948,0.001200124,0.00150067,0.001697764,0.005933002,0.006797213,0.015305236,0.017496438
869,0.000416898,0.000434418,0.0005479,0.000588505,0.000758122,0.000836416,0.001069948,0.001200124,0.00150067,0.001697764,0.005933005,0.006797216,0.015305837,0.017497129
870,0.000416898,0.000434418,0.0005479,0.000588505,0.000758122,0.000836416,0.001069948,0.001200124,0.00150067,0.001697764,0.005933008,0.00679722,0.015306435,0.017497816
871,0.000416898,0.000434418,0.0005479,0.000588504,0.000758122,0.000836416,0.001069948,0.001200124,0.00150067,0.001697764,0.005933012,0.006797224,0.015307029,0.017498499
872,0.000416898,0.000434418,0.0005479,0.000588504,0.000758122,0.000836416,0.001069947,0.001200124,0.00150067,0.001697764,0.005933015,0.006797227,0.01530762,0.017499178
873,0.000416898,0.000434418,0.0005479,0.000588504,0.000758122,0.000836416,0.001069948,0.001200124,0.00150067,0.001697764,0.005933018,0.006797231,0.015308207,0.017499854
874,0.000416898,0.000434418,0.0005479,0.000588504,0.000758122,0.000836416,0.001069947,0.001200124,0.00150067,0.001697764,0.005933021,0.006797234,0.015308791,0.017500525
875,0.000416898,0.000434418,0.0005479,0.000588504,0.000758122,0.000836416,0.001069947,0.001200124,0.00150067,0.001697764,0.005933024,0.006797238,0.015309372,0.017501193
876,0.000416898,0.000434418,0.0005479,0.000588504,0.000758122,0.000836415,0.001069947,0.001200124,0.00150067,0.001697764,0.005933027,0.006797241,0.01530995,0.017501857
877,0.000416898,0.000434418,0.0005479,0.000588504,0.000758122,0.000836415,0.001069947,0.001200124,0.00150067,0.001697765,0.00593303,0.006797245,0.015310524,0.017502517
878,0.000416898,0.000434418,0.0005479,0.000588504,0.000758122,0.000836415,0.001069947,0.001200124,0.00150067,0.001697765,0.005933033,0.006797248,0.015311095,0.017503174
879,0.000416898,0.000434417,0.0005479,0.000588504,0.000758122,0.000836415,0.001069947,0.001200124,0.00150067,0.001697765,0.005933036,0.006797252,0.015311663,0.017503826
880,0.000416898,0.000434417,0.0005479,0.000588504,0.000758122,0.000836415,0.001069947,0.001200123,0.00150067,0.001697765,0.005933039,0.006797255,0.015312227,0.017504475
881,0.000416898,0.000434417,0.0005479,0.000588504,0.000758122,0.000836415,0.001069947,0.001200124,0.00150067,0.001697765,0.005933042,0.006797258,0.015312788,0.017505121
882,0.000416898,0.000434417,0.0005479,0.000588504,0.000758122,0.000836415,0.001069947,0.001200124,0.00150067,0.001697765,0.005933045,0.006797262,0.015313346,0.017505762
883,0.000416898,0.000434417,0.0005479,0.000588504,0.000758121,0.000836415,0.001069947,0.001200123,0.00150067,0.001697765,0.005933048,0.006797265,0.015313901,0.0175064
884,0.000416898,0.000434417,0.0005479,0.000588504,0.000758121,0.000836415,0.001069947,0.001200123,0.00150067,0.001697765,0.005933051,0.006797268,0.015314453,0.017507035
885,0.000416898,0.000434417,0.0005479,0.000588504,0.000758121,0.000836415,0.001069947,0.001200123,0.00150067,0.001697765,0.005933053,0.006797271,0.015315002,0.017507666
886,0.000416898,0.000434417,0.0005479,0.000588504,0.000758121,0.000836415,0.001069947,0.001200123,0.00150067,0.001697765,0.005933056,0.006797274,0.015315547,0.017508293
887,0.000416898,0.000434417,0.0005479,0.000588504,0.000758121,0.000836415,0.001069947,0.001200123,0.00150067,0.001697765,0.005933059,0.006797277,0.015316089,0.017508916
888,0.000416898,0.000434417,0.0005479,0.000588504,0.000758121,0.000836415,0.001069947,0.001200123,0.00150067,0.001697765,0.005933062,0.00679728,0.015316629,0.017509536
889,0.000416898,0.000434417,0.0005479,0.000588504,0.000758121,0.000836415,0.001069947,0.001200123,0.00150067,0.001697765,0.005933064,0.006797283,0.015317165,0.017510153
890,0.000416898,0.000434417,0.0005479,0.000588504,0.000758121,0.000836415,0.001069947,0.001200123,0.00150067,0.001697765,0.005933067,0.006797286,0.015317698,0.017510766
891,0.000416898,0.000434417,0.0005479,0.000588504,0.000758121,0.000836415,0.001069947,0.001200123,0.00150067,0.001697765,0.005933069,0.006797289,0.015318228,0.017511375
892,0.000416898,0.000434417,0.0005479,0.000588504,0.000758121,0.000836415,0.001069947,0.001200123,0.00150067,0.001697765,0.005933072,0.006797292,0.015318755,0.017511982
893,0.000416898,0.000434417,0.0005479,0.000588504,0.000758121,0.000836415,0.001069947,0.001200123,0.00150067,0.001697765,0.005933075,0.006797295,0.015319279,0.017512584
894,0.000416898,0.000434417,0.0005479,0.000588504,0.000758121,0.000836415,0.001069947,0.001200123,0.00150067,0.001697765,0.005933077,0.006797298,0.015319801,0.017513183
895,0.000416898,0.000434417,0.0005479,0.000588504,0.000758121,0.000836415,0.001069947,0.001200123,0.00150067,0.001697765,0.00593308,0.006797301,0.015320319,0.017513779
896,0.000416898,0.000434417,0.0005479,0.000588503,0.000758121,0.000836415,0.001069947,0.001200123,0.00150067,0.001697765,0.005933082,0.006797304,0.015320834,0.017514372
897,0.000416898,0.000434417,0.0005479,0.000588503,0.000758121,0.000836415,0.001069947,0.001200123,0.00150067,0.001697765,0.005933085,0.006797307,0.015321346,0.017514961
898,0.000416898,0.000434417,0.0005479,0.000588503,0.000758121,0.000836415,0.001069947,0.001200123,0.00150067,0.001697765,0.005933087,0.006797309,0.015321856,0.017515546
899,0.000416898,0.000434417,0.0005479,0.000588503,0.000758121,0.000836415,0.001069947,0.001200123,0.00150067,0.001697765,0.005933089,0.006797312,0.015322362,0.017516129
900,0.000416898,0.000434417,0.0005479,0.000588503,0.000758121,0.000836415,0.001069947,0.001200123,0.00150067,0.001697765,0.005933092,0.006797315,0.015322865,0.017516708
901,0.000416898,0.000434417,0.0005479,0.000588503,0.000758121,0.000836415,0.001069947,0.001200123,0.00150067,0.001697765,0.005933094,0.006797317,0.015323366,0.017517283
902,0.000416898,0.000434417,0.0005479,0.000588503,0.000758121,0.000836415,0.001069947,0.001200123,0.00150067,0.001697765,0.005933096,0.00679732,0.015323864,0.017517856
903,0.000416897,0.000434417,0.0005479,0.000588503,0.000758121,0.000836415,0.001069947,0.001200123,0.00150067,0.001697765,0.005933099,0.006797323,0.015324359,0.017518425
904,0.000416897,0.000434417,0.0005479,0.000588503,0.000758121,0.000836415,0.001069947,0.001200123,0.00150067,0.001697765,0.005933101,0.006797325,0.015324851,0.017518991
905,0.000416897,0.000434417,0.0005479,0.000588503,0.000758121,0.000836415,0.001069947,0.001200123,0.00150067,0.001697765,0.005933103,0.006797328,0.015325341,0.017519554
906,0.000416897,0.000434417,0.0005479,0.000588503,0.000758121,0.000836415,0.001069947,0.001200123,0.00150067,0.001697765,0.005933105,0.00679733,0.015325827,0.017520113
907,0.000416897,0.000434416,0.0005479,0.000588503,0.000758121,0.000836415,0.001069947,0.001200123,0.00150067,0.001697765,0.005933108,0.006797333,0.015326311,0.01752067
908,0.000416897,0.000434416,0.0005479,0.000588503,0.000758121,0.000836415,0.001069947,0.001200123,0.00150067,0.001697765,0.00593311,0.006797335,0.015326792,0.017521223
909,0.000416897,0.000434416,0.0005479,0.000588503,0.000758121,0.000836415,0.001069947,0.001200123,0.00150067,0.001697765,0.005933112,0.006797338,0.015327271,0.017521773
910,0.000416897,0.000434416,0.0005479,0.000588503,0.000758121,0.000836415,0.001069947,0.001200123,0.00150067,0.001697765,0.005933114,0.00679734,0.015327746,0.01752232
911,0.000416897,0.000434416,0.0005479,0.000588503,0.000758121,0.000836414,0.001069947,0.001200123,0.00150067,0.001697765,0.005933116,0.006797342,0.015328219,0.017522864
912,0.000416897,0.000434416,0.0005479,0.000588503,0.000758121,0.000836414,0.001069947,0.001200123,0.00150067,0.001697765,0.005933118,0.006797345,0.015328689,0.017523405
913,0.000416897,0.000434416,0.0005479,0.000588503,0.000758121,0.000836414,0.001069947,0.001200123,0.00150067,0.001697765,0.00593312,0.006797347,0.015329157,0.017523942
914,0.000416897,0.000434416,0.0005479,0.000588503,0.000758121,0.000836414,0.001069947,0.001200123,0.00150067,0.001697765,0.005933122,0.006797349,0.015329622,0.017524477
915,0.000416897,0.000434416,0.0005479,0.000588503,0.000758121,0.000836414,0.001069947,0.001200123,0.00150067,0.001697765,0.005933124,0.006797352,0.015330084,0.017525008
916,0.000416897,0.000434416,0.0005479,0.000588503,0.000758121,0.000836414,0.001069947,0.001200123,0.00150067,0.001697765,0.005933126,0.006797354,0.015330544,0.017525537
917,0.000416897,0.000434416,0.0005479,0.000588503,0.000758121,0.000836414,0.001069947,0.001200123,0.00150067,0.001697765,0.005933128,0.006797356,0.015331001,0.017526063
918,0.000416897,0.000434416,0.0005479,0.000588503,0.000758121,0.000836414,0.001069947,0.001200123,0.00150067,0.001697765,0.00593313,0.006797358,0.015331455,0.017526585
919,0.000416897,0.000434416,0.000547899,0.000588503,0.000758121,0.000836414,0.001069946,0.001200123,0.00150067,0.001697765,0.005933132,0.006797361,0.015331907,0.017527105
920,0.000416897,0.000434416,0.000547899,0.000588503,0.000758121,0.000836414,0.001069946,0.001200123,0.00150067,0.001697765,0.005933134,0.006797363,0.015332356,0.017527621
921,0.000416897,0.000434416,0.000547899,0.000588503,0.000758121,0.000836414,0.001069946,0.001200123,0.00150067,0.001697765,0.005933136,0.006797365,0.015332803,0.017528135
922,0.000416897,0.000434416,0.000547899,0.000588503,0.000758121,0.000836414,0.001069946,0.001200123,0.00150067,0.001697765,0.005933138,0.006797367,0.015333247,0.017528646
923,0.000416897,0.000434416,0.000547899,0.000588502,0.000758121,0.000836414,0.001069946,0.001200123,0.00150067,0.001697765,0.00593314,0.006797369,0.015333689,0.017529154
924,0.000416897,0.000434416,0.000547899,0.000588502,0.000758121,0.000836414,0.001069946,0.001200123,0.00150067,0.001697765,0.005933142,0.006797371,0.015334128,0.017529659
925,0.000416897,0.000434416,0.000547899,0.000588502,0.000758121,0.000836414,0.001069946,0.001200123,0.00150067,0.001697765,0.005933143,0.006797373,0.015334564,0.017530161
926,0.000416897,0.000434416,0.000547899,0.000588502,0.000758121,0.000836414,0.001069946,0.001200123,0.00150067,0.001697765,0.005933145,0.006797375,0.015334998,0.01753066
927,0.000416897,0.000434416,0.000547899,0.000588502,0.000758121,0.000836414,0.001069946,0.001200123,0.00150067,0.001697765,0.005933147,0.006797377,0.01533543,0.017531156
928,0.000416897,0.000434416,0.000547899,0.000588502,0.000758121,0.000836414,0.001069946,0.001200123,0.00150067,0.001697765,0.005933149,0.006797379,0.015335859,0.01753165
929,0.000416897,0.000434416,0.000547899,0.000588502,0.000758121,0.000836414,0.001069946,0.001200123,0.00150067,0.001697765,0.005933151,0.006797381,0.015336286,0.017532141
930,0.000416897,0.000434416,0.000547899,0.000588502,0.000758121,0.000836414,0.001069946,0.001200123,0.00150067,0.001697765,0.005933152,0.006797383,0.01533671,0.017532629
931,0.000416897,0.000434416,0.000547899,0.000588502,0.00075812,0.000836414,0.001069946,0.001200123,0.00150067,0.001697765,0.005933154,0.006797385,0.015337132,0.017533114
932,0.000416897,0.000434416,0.000547899,0.000588502,0.00075812,0.000836414,0.001069946,0.001200123,0.00150067,0.001697765,0.005933156,0.006797387,0.015337552,0.017533597
933,0.000416897,0.000434416,0.000547899,0.000588502,0.00075812,0.000836414,0.001069946,0.001200123,0.00150067,0.001697765,0.005933157,0.006797389,0.015337969,0.017534076
934,0.000416897,0.000434416,0.000547899,0.000588502,0.00075812,0.000836414,0.001069946,0.001200123,0.00150067,0.001697765,0.005933159,0.006797391,0.015338384,0.017534553
935,0.000416897,0.000434416,0.000547899,0.000588502,0.00075812,0.000836414,0.001069946,0.001200123,0.00150067,0.001697765,0.005933161,0.006797393,0.015338796,0.017535028
936,0.000416897,0.000434416,0.000547899,0.000588502,0.00075812,0.000836414,0.001069946,0.001200122,0.00150067,0.001697765,0.005933162,0.006797395,0.015339206,0.017535499
937,0.000416897,0.000434416,0.000547899,0.000588502,0.00075812,0.000836414,0.001069946,0.001200123,0.00150067,0.001697765,0.005933164,0.006797396,0.015339614,0.017535968
938,0.000416897,0.000434416,0.000547899,0.000588502,0.00075812,0.000836414,0.001069946,0.001200123,0.00150067,0.001697765,0.005933165,0.006797398,0.015340019,0.017536434
939,0.000416897,0.000434415,0.000547899,0.000588502,0.00075812,0.000836414,0.001069946,0.001200122,0.00150067,0.001697765,0.005933167,0.0067974,0.015340422,0.017536898
940,0.000416897,0.000434415,0.000547899,0.000588502,0.00075812,0.000836414,0.001069946,0.001200122,0.00150067,0.001697765,0.005933169,0.006797402,0.015340823,0.017537359
941,0.000416897,0.000434415,0.000547899,0.000588502,0.00075812,0.000836414,0.001069946,0.001200122,0.00150067,0.001697766,0.00593317,0.006797404,0.015341221,0.017537817
942,0.000416897,0.000434415,0.000547899,0.000588502,0.00075812,0.000836414,0.001069946,0.001200122,0.00150067,0.001697766,0.005933172,0.006797405,0.015341618,0.017538273
943,0.000416897,0.000434415,0.000547899,0.000588502,0.00075812,0.000836414,0.001069946,0.001200122,0.00150067,0.001697766,0.005933173,0.006797407,0.015342012,0.017538726
944,0.000416897,0.000434415,0.000547899,0.000588502,0.00075812,0.000836414,0.001069946,0.001200122,0.00150067,0.001697766,0.005933175,0.006797409,0.015342403,0.017539177
945,0.000416897,0.000434415,0.000547899,0.000588502,0.00075812,0.000836414,0.001069946,0.001200122,0.00150067,0.001697766,0.005933176,0.00679741,0.015342793,0.017539625
946,0.000416897,0.000434415,0.000547899,0.000588502,0.00075812,0.000836414,0.001069946,0.001200122,0.00150067,0.001697766,0.005933178,0.006797412,0.01534318,0.01754007
947,0.000416897,0.000434415,0.000547899,0.000588502,0.00075812,0.000836414,0.001069946,0.001200122,0.00150067,0.001697766,0.005933179,0.006797414,0.015343565,0.017540513
948,0.000416897,0.000434415,0.000547899,0.000588502,0.00075812,0.000836414,0.001069946,0.001200122,0.00150067,0.001697766,0.00593318,0.006797415,0.015343948,0.017540953
949,0.000416897,0.000434415,0.000547899,0.000588502,0.00075812,0.000836414,0.001069946,0.001200122,0.00150067,0.001697766,0.005933182,0.006797417,0.015344329,0.017541391
950,0.000416897,0.000434415,0.000547899,0.000588502,0.00075812,0.000836414,0.001069946,0.001200122,0.00150067,0.001697766,0.005933183,0.006797418,0.015344707,0.017541827
951,0.000416897,0.000434415,0.000547899,0.000588502,0.00075812,0.000836414,0.001069946,0.001200122,0.00150067,0.001697766,0.005933185,0.00679742,0.015345084,0.01754226
952,0.000416897,0.000434415,0.000547899,0.000588501,0.00075812,0.000836413,0.001069946,0.001200122,0.00150067,0.001697766,0.005933186,0.006797422,0.015345458,0.01754269
953,0.000416897,0.000434415,0.000547899,0.000588502,0.00075812,0.000836414,0.001069946,0.001200122,0.00150067,0.001697766,0.005933187,0.006797423,0.01534583,0.017543118
954,0.000416897,0.000434415,0.000547899,0.000588501,0.00075812,0.000836413,0.001069946,0.001200122,0.00150067,0.001697766,0.005933189,0.006797425,0.0153462,0.017543544
955,0.000416896,0.000434415,0.000547899,0.000588501,0.00075812,0.000836413,0.001069946,0.001200122,0.00150067,0.001697766,0.00593319,0.006797426,0.015346568,0.017543967
956,0.000416896,0.000434415,0.000547899,0.000588501,0.00075812,0.000836413,0.001069946,0.001200122,0.00150067,0.001697766,0.005933191,0.006797428,0.015346934,0.017544388
